timestamp,temperature,precipitation,weather_condition,wind_speed,humidity,feels_like_temp
2025-05-15 02:46:04,26.4,0,Cloudy,11.8,44.1,24.1
2025-05-15 03:46:04,30.5,0,Clear,21.7,72.5,26.1
2025-05-15 04:46:04,29.2,0,Clear,23.5,56.6,24.5
2025-05-15 05:46:04,30.8,0,Clear,18,55.8,27.2
2025-05-15 06:46:04,31.7,0,Clear,13.8,73,29
2025-05-15 07:46:04,30.4,0,Cloudy,21,69.1,26.2
2025-05-15 08:46:04,31.5,0,Cloudy,17,51.5,28.1
2025-05-15 09:46:04,28.7,0,Cloudy,15.5,63.9,25.6
2025-05-15 10:46:04,27.5,7,Rain,25.6,88.3,22.4
2025-05-15 11:46:04,26.8,11.1,Rain,33.7,79.7,20
2025-05-15 12:46:04,25.4,0,Cloudy,5.1,60.1,24.3
2025-05-15 13:46:04,23.8,7,Rain,23.6,84.5,19.1
2025-05-15 14:46:04,22.4,13.8,Rain,43.8,94.5,13.7
2025-05-15 15:46:04,23.6,0,Clear,7.4,76.1,22.2
2025-05-15 16:46:04,20.8,0,Fog,10.4,88.1,18.7
2025-05-15 17:46:04,19,0,Clear,16.4,69.3,15.7
2025-05-15 18:46:04,21,0,Cloudy,13.9,58.6,18.2
2025-05-15 19:46:04,21.6,10.2,Rain,24.5,76.6,16.7
2025-05-15 20:46:04,22.6,0,Clear,12.1,67.9,20.2
2025-05-15 21:46:04,21.9,11.1,Rain,21.5,93.5,17.6
2025-05-15 22:46:04,24,0,Clear,20.6,49.6,19.9
2025-05-15 23:46:04,23.4,0.5,Rain,18.8,94.7,19.7
2025-05-16 00:46:04,27.1,0,Cloudy,7.3,71.6,25.7
2025-05-16 01:46:04,26,0,Clear,24.2,50.1,21.2
2025-05-16 02:46:04,26.1,0,Cloudy,20.9,58.9,21.9
2025-05-16 03:46:04,30.6,0,Clear,12.2,77.7,28.2
2025-05-16 04:46:04,31,0,Clear,19.7,40.4,27.1
2025-05-16 05:46:04,30.7,0,Cloudy,6.3,42.4,29.4
2025-05-16 06:46:04,31.6,6.7,Rain,35.7,71.7,24.4
2025-05-16 07:46:04,32,0,Clear,5.3,74,31
2025-05-16 08:46:04,28.3,0,Clear,14.2,47.1,25.4
2025-05-16 09:46:04,30,0,Fog,19.5,85.3,26.1
2025-05-16 10:46:04,27.5,8.6,Rain,42.1,70.8,19.1
2025-05-16 11:46:04,28,11.8,Rain,21.7,70.3,23.6
2025-05-16 12:46:04,23.9,0,Clear,17.8,54.7,20.3
2025-05-16 13:46:04,25.1,7.9,Rain,28.4,72.8,19.4
2025-05-16 14:46:04,22.7,0,Clear,24.3,65.4,17.8
2025-05-16 15:46:04,22.7,0,Clear,7.7,64.6,21.2
2025-05-16 16:46:04,21.3,0,Clear,15.5,57.6,18.2
2025-05-16 17:46:04,18.9,0,Clear,6.1,60.4,17.7
2025-05-16 18:46:04,19.5,0,Cloudy,23.7,76,14.7
2025-05-16 19:46:04,22.2,0,Clear,17.1,47,18.8
2025-05-16 20:46:04,19.5,3.8,Rain,19.9,82.7,15.5
2025-05-16 21:46:04,20.1,0,Fog,19.8,77.2,16.2
2025-05-16 22:46:04,22.8,13,Rain,20.6,91,18.7
2025-05-16 23:46:04,23.6,0,Cloudy,7.1,59.8,22.1
2025-05-17 00:46:04,24.6,0,Clear,20.6,76.3,20.5
2025-05-17 01:46:04,28.5,0,Clear,7,77,27
2025-05-17 02:46:04,28.4,0,Fog,17.7,92.9,24.9
2025-05-17 03:46:04,28.5,4.3,Rain,17.5,84.7,25
2025-05-17 04:46:04,28,11.8,Rain,15.6,80.6,24.9
2025-05-17 05:46:04,31.8,0,Cloudy,5.8,49.2,30.6
2025-05-17 06:46:04,32.2,0,Clear,16.6,69,28.8
2025-05-17 07:46:04,28.7,0,Clear,19,52.8,24.9
2025-05-17 08:46:04,29.6,0,Cloudy,6.7,58,28.2
2025-05-17 09:46:04,30.1,0,Clear,8.2,42.6,28.4
2025-05-17 10:46:04,28.4,0,Clear,14.4,43.4,25.5
2025-05-17 11:46:04,28.3,0,Cloudy,10.8,65,26.1
2025-05-17 12:46:04,26.3,0,Clear,15,70.3,23.3
2025-05-17 13:46:04,25.2,0,Cloudy,19.4,73.8,21.3
2025-05-17 14:46:04,22.6,0,Clear,20.4,79.5,18.5
2025-05-17 15:46:04,23.3,0,Cloudy,17.7,43.2,19.8
2025-05-17 16:46:04,21.2,0,Fog,17,70.4,17.8
2025-05-17 17:46:04,19,0,Clear,13.4,45.1,16.3
2025-05-17 18:46:04,19.5,0,Cloudy,20.7,56.3,15.4
2025-05-17 19:46:04,19.7,0,Clear,22.5,44.1,15.2
2025-05-17 20:46:04,21.5,0,Clear,19.1,79.8,17.7
2025-05-17 21:46:04,22,13.4,Rain,36.2,82.6,14.7
2025-05-17 22:46:04,23.2,0,Clear,21.4,60.3,18.9
2025-05-17 23:46:04,22.7,0,Cloudy,11.7,63.2,20.4
2025-05-18 00:46:04,27.2,0,Clear,14.4,75.5,24.4
2025-05-18 01:46:04,25.7,0,Clear,18.1,48.1,22.1
2025-05-18 02:46:04,28.9,0,Clear,19.8,42.9,24.9
2025-05-18 03:46:04,27.5,0,Cloudy,9.5,54.1,25.6
2025-05-18 04:46:04,29.4,0,Fog,20.3,75.6,25.4
2025-05-18 05:46:04,29.4,0,Clear,22.7,48.6,24.9
2025-05-18 06:46:04,29.5,0,Clear,24.6,72.7,24.5
2025-05-18 07:46:04,29.5,13.8,Rain,35.2,73.1,22.5
2025-05-18 08:46:04,31.7,0,Clear,17.1,78,28.3
2025-05-18 09:46:04,29.7,0,Clear,19,61.5,25.9
2025-05-18 10:46:04,27,0,Cloudy,18.8,71.6,23.2
2025-05-18 11:46:04,26.1,0,Clear,19.5,73.9,22.2
2025-05-18 12:46:04,25.8,0,Fog,21.9,92.6,21.4
2025-05-18 13:46:04,23.2,0,Cloudy,10.5,60,21.1
2025-05-18 14:46:04,24.8,0,Clear,9.9,64.5,22.8
2025-05-18 15:46:04,24,0,Fog,22.8,81.8,19.5
2025-05-18 16:46:04,21.9,0,Clear,8,57.5,20.3
2025-05-18 17:46:04,19.6,0,Clear,12.6,60.5,17
2025-05-18 18:46:04,19.7,2.7,Rain,40.7,72.2,11.5
2025-05-18 19:46:04,20.5,10.6,Rain,36.7,75.2,13.1
2025-05-18 20:46:04,21.1,0,Fog,21.8,75.4,16.8
2025-05-18 21:46:04,23.6,0,Clear,6.5,40.4,22.3
2025-05-18 22:46:04,22.2,0,Fog,15.1,90.9,19.2
2025-05-18 23:46:04,22.7,0,Clear,18.7,74.7,19
2025-05-19 00:46:04,27.9,9.1,Rain,36,80.5,20.7
2025-05-19 01:46:04,28,0,Clear,5.2,45.4,27
2025-05-19 02:46:04,26.9,0,Clear,19.9,78.8,23
2025-05-19 03:46:04,30.8,13.5,Rain,32.2,89.2,24.4
2025-05-19 04:46:04,31,0,Clear,17.8,61.2,27.5
2025-05-19 05:46:04,29.4,0,Cloudy,18.4,72.1,25.7
2025-05-19 06:46:04,31.2,0,Clear,20.7,53.3,27.1
2025-05-19 07:46:04,32,0,Clear,8.7,45.2,30.3
2025-05-19 08:46:04,29.6,0,Clear,13.6,71.8,26.9
2025-05-19 09:46:04,30.1,0,Cloudy,13.8,51.3,27.3
2025-05-19 10:46:04,28.7,0,Clear,22.6,48.6,24.2
2025-05-19 11:46:04,25.4,0,Fog,15.7,92.9,22.2
2025-05-19 12:46:04,26.5,0,Cloudy,19.8,47,22.5
2025-05-19 13:46:04,26.5,0,Clear,15.9,57.3,23.4
2025-05-19 14:46:04,23.6,6.3,Rain,19.8,86.6,19.7
2025-05-19 15:46:04,23.7,0,Clear,21.3,71,19.5
2025-05-19 16:46:04,21.7,0,Clear,21,51.1,17.5
2025-05-19 17:46:04,22.6,4.8,Rain,24.1,83.5,17.8
2025-05-19 18:46:04,19.9,11.5,Rain,36.9,78.8,12.5
2025-05-19 19:46:04,20.8,0,Cloudy,10.7,72.4,18.6
2025-05-19 20:46:04,23.2,0,Clear,18.2,53.6,19.6
2025-05-19 21:46:04,23.4,3.1,Rain,29,72.7,17.6
2025-05-19 22:46:04,24.8,0,Cloudy,9.1,58.3,23
2025-05-19 23:46:04,25.2,0,Cloudy,8,60.5,23.6
2025-05-20 00:46:04,26.5,0,Clear,13.6,60.9,23.8
2025-05-20 01:46:04,27.9,4.6,Rain,21.1,76.8,23.6
2025-05-20 02:46:04,29.9,0,Cloudy,9.4,44.9,28.1
2025-05-20 03:46:04,30.9,0,Cloudy,15.2,54.6,27.8
2025-05-20 04:46:04,29.2,0,Clear,13.7,59.9,26.5
2025-05-20 05:46:04,29.2,0,Cloudy,20.1,46.2,25.2
2025-05-20 06:46:04,30.6,0,Clear,21.8,49.5,26.3
2025-05-20 07:46:04,31.2,0,Cloudy,5.3,46.9,30.2
2025-05-20 08:46:04,28.8,10.4,Rain,41.5,71.9,20.5
2025-05-20 09:46:04,29.4,11,Rain,37.7,75,21.9
2025-05-20 10:46:04,28.6,0,Cloudy,18.9,57.7,24.8
2025-05-20 11:46:04,28.6,0,Cloudy,6.9,45.1,27.2
2025-05-20 12:46:04,27.8,0,Fog,12.3,79.4,25.3
2025-05-20 13:46:04,23.6,5.3,Rain,21.4,94.7,19.3
2025-05-20 14:46:04,23.2,0,Clear,13.4,62.8,20.6
2025-05-20 15:46:04,21.6,0,Clear,8.2,75.3,20
2025-05-20 16:46:04,23,0,Clear,21.5,42,18.7
2025-05-20 17:46:04,20.3,0,Clear,21.9,48.7,15.9
2025-05-20 18:46:04,19.8,0,Cloudy,16.5,67.8,16.5
2025-05-20 19:46:04,19.7,0,Cloudy,5.5,43.8,18.6
2025-05-20 20:46:04,23.3,0,Cloudy,19.4,70.2,19.4
2025-05-20 21:46:04,21.9,0,Clear,9.9,58,20
2025-05-20 22:46:04,23.7,0,Clear,5.7,45.5,22.6
2025-05-20 23:46:04,23.9,0,Clear,9.8,45.3,21.9
2025-05-21 00:46:04,27.8,0,Clear,23.6,64.6,23.1
2025-05-21 01:46:04,29.4,0,Clear,17.7,57.4,25.8
2025-05-21 02:46:04,29.1,0,Clear,15.9,70.1,25.9
2025-05-21 03:46:04,28.8,0,Cloudy,11.3,60.7,26.6
2025-05-21 04:46:04,29,0,Clear,15.8,66.1,25.9
2025-05-21 05:46:04,32.7,14.6,Rain,41.3,81.6,24.4
2025-05-21 06:46:04,30.3,0,Cloudy,12.9,50.7,27.7
2025-05-21 07:46:04,29.3,13,Rain,26,75.3,24.1
2025-05-21 08:46:04,28.9,0,Cloudy,7,60.1,27.5
2025-05-21 09:46:04,28.7,0,Clear,14.1,77.7,25.9
2025-05-21 10:46:04,29.1,0,Cloudy,14.6,68.4,26.2
2025-05-21 11:46:04,28.7,0,Clear,18.8,60,24.9
2025-05-21 12:46:04,27.3,9.2,Rain,31.5,79.1,21
2025-05-21 13:46:04,26.6,0,Clear,6.5,44.1,25.3
2025-05-21 14:46:04,23.8,9.4,Rain,36.2,92.1,16.5
2025-05-21 15:46:04,22.5,0,Clear,17.6,53,19
2025-05-21 16:46:04,23.5,0,Clear,7.6,55.6,22
2025-05-21 17:46:04,20,0,Clear,18.1,49,16.4
2025-05-21 18:46:04,22.8,0,Clear,20.8,62.6,18.6
2025-05-21 19:46:04,22.2,0,Clear,13.3,41.4,19.6
2025-05-21 20:46:04,21.3,0,Clear,17.8,65.1,17.8
2025-05-21 21:46:04,22.2,0,Clear,8.4,75.6,20.5
2025-05-21 22:46:04,23.1,0,Clear,15.7,78.9,20
2025-05-21 23:46:04,26.7,0,Clear,10.5,75,24.6
2025-05-22 00:46:04,26.7,0,Cloudy,10.9,55.3,24.6
2025-05-22 01:46:04,28.1,0,Cloudy,19,42.7,24.3
2025-05-22 02:46:04,30.2,0,Clear,15.9,48.5,27
2025-05-22 03:46:04,30.8,0,Clear,24.2,73.6,26
2025-05-22 04:46:04,31.7,0,Clear,8.5,80,30
2025-05-22 05:46:04,31.1,6.9,Rain,26.9,76.9,25.7
2025-05-22 06:46:04,32,2.8,Rain,17.7,82.6,28.5
2025-05-22 07:46:04,29.7,0,Cloudy,7.8,75,28.1
2025-05-22 08:46:04,30.3,0,Cloudy,8.5,66.5,28.6
2025-05-22 09:46:04,31.2,0.1,Rain,37.6,71.7,23.7
2025-05-22 10:46:04,29.3,10,Rain,27.2,82.8,23.9
2025-05-22 11:46:04,27,0,Clear,13.4,74.3,24.3
2025-05-22 12:46:04,28.2,9.8,Rain,20.7,72,24
2025-05-22 13:46:04,26.8,0,Clear,20.3,55.7,22.8
2025-05-22 14:46:04,22.2,0,Cloudy,8.6,68.7,20.5
2025-05-22 15:46:04,21.1,8.2,Rain,37.2,88.7,13.7
2025-05-22 16:46:04,22.9,0,Clear,19.9,71.1,18.9
2025-05-22 17:46:04,20.1,10.6,Rain,16,91.8,16.9
2025-05-22 18:46:04,22.7,0,Clear,10.6,71.3,20.5
2025-05-22 19:46:04,22.4,0,Clear,5.3,51.7,21.4
2025-05-22 20:46:04,23.7,0,Clear,9.1,59.7,21.9
2025-05-22 21:46:04,22.3,0,Clear,18.4,40,18.6
2025-05-22 22:46:04,23,0,Cloudy,18.2,69.5,19.3
2025-05-22 23:46:04,24.5,0,Cloudy,19.4,47.4,20.6
2025-05-23 00:46:04,24.8,0,Clear,13.9,79.6,22.1
2025-05-23 01:46:04,27.8,0,Cloudy,21.1,66.1,23.5
2025-05-23 02:46:04,28.9,0,Clear,19.7,76.1,25
2025-05-23 03:46:04,29.6,0,Clear,7.1,42.4,28.2
2025-05-23 04:46:04,31.7,0,Cloudy,20,57.3,27.7
2025-05-23 05:46:04,31.8,9,Rain,33.5,74.8,25.1
2025-05-23 06:46:04,31.9,0,Clear,8.7,41.8,30.1
2025-05-23 07:46:04,32.7,0,Cloudy,20.2,42.2,28.6
2025-05-23 08:46:04,31.7,12.1,Rain,32.1,81.8,25.2
2025-05-23 09:46:04,29.8,0,Cloudy,21.7,59.7,25.4
2025-05-23 10:46:04,28.5,0,Clear,23.2,73.4,23.8
2025-05-23 11:46:04,29,0,Fog,22.6,90.1,24.5
2025-05-23 12:46:04,27.3,5.5,Rain,43.4,82.6,18.6
2025-05-23 13:46:04,24.7,14.9,Rain,43.2,78.2,16
2025-05-23 14:46:04,23.5,0,Clear,22,49.2,19.1
2025-05-23 15:46:04,21.6,0,Clear,5.9,51.7,20.4
2025-05-23 16:46:04,23.9,0,Clear,24.2,76.4,19
2025-05-23 17:46:04,22.8,0,Cloudy,24.3,67.9,17.9
2025-05-23 18:46:04,23.3,0,Clear,15.9,61.6,20.1
2025-05-23 19:46:04,21.4,0,Fog,6.8,82.2,20.1
2025-05-23 20:46:04,21.3,0,Clear,20.6,56.4,17.1
2025-05-23 21:46:04,23.1,0,Fog,11.6,70.5,20.8
2025-05-23 22:46:04,22.8,0,Clear,17.8,43.4,19.3
2025-05-23 23:46:04,24.6,0,Clear,19.1,70.1,20.8
2025-05-24 00:46:04,25.3,4.6,Rain,36.7,71,18
2025-05-24 01:46:04,29.9,0,Cloudy,10.2,62.3,27.9
2025-05-24 02:46:04,28.8,0,Clear,7.5,73.4,27.3
2025-05-24 03:46:04,30.1,4.1,Rain,41.2,72.9,21.9
2025-05-24 04:46:04,31.7,0,Fog,12.4,71.5,29.3
2025-05-24 05:46:04,30.3,0,Clear,10.7,50.7,28.2
2025-05-24 06:46:04,33.3,0,Cloudy,12.7,57.6,30.8
2025-05-24 07:46:04,30.2,0,Clear,23.3,50.4,25.6
2025-05-24 08:46:04,32.9,0,Clear,18.2,44.7,29.2
2025-05-24 09:46:04,29.9,0,Clear,11.6,79.2,27.6
2025-05-24 10:46:04,29.8,0,Cloudy,7.7,57.5,28.2
2025-05-24 11:46:04,26.3,0,Clear,5.1,56.2,25.3
2025-05-24 12:46:04,28.2,12.5,Rain,26.2,80.6,23
2025-05-24 13:46:04,26.5,0,Clear,10.9,71,24.3
2025-05-24 14:46:04,22.8,0,Clear,6.3,72.3,21.5
2025-05-24 15:46:04,21.8,0,Clear,19.5,40.7,17.9
2025-05-24 16:46:04,20.7,0,Clear,8,70.2,19.1
2025-05-24 17:46:04,20.6,0,Cloudy,14.4,69.4,17.7
2025-05-24 18:46:04,21.7,0,Clear,15.8,54.7,18.6
2025-05-24 19:46:04,23.1,0,Cloudy,13,70.9,20.5
2025-05-24 20:46:04,21.5,0,Cloudy,12.3,56.6,19.1
2025-05-24 21:46:04,25,11.9,Rain,42.8,91,16.4
2025-05-24 22:46:04,22.7,0,Cloudy,12,76.1,20.3
2025-05-24 23:46:04,25.6,14.5,Rain,21.7,70,21.3
2025-05-25 00:46:04,27.7,0,Cloudy,17.5,49.5,24.2
2025-05-25 01:46:04,27.7,0,Clear,21,52.9,23.6
2025-05-25 02:46:04,30.3,0,Clear,14,42.6,27.5
2025-05-25 03:46:04,31.7,0,Clear,21.9,77.8,27.3
2025-05-25 04:46:04,31.4,0,Clear,18.6,72.3,27.6
2025-05-25 05:46:04,32.6,6.1,Rain,29.7,93.3,26.6
2025-05-25 06:46:04,30.1,0,Clear,6.8,55.8,28.7
2025-05-25 07:46:04,32.7,3.4,Rain,18,82.8,29.1
2025-05-25 08:46:04,32.6,0,Fog,10.2,82.6,30.6
2025-05-25 09:46:04,32.2,0,Clear,5.9,62.1,31
2025-05-25 10:46:04,30.6,0,Clear,11,48.3,28.4
2025-05-25 11:46:04,27.8,0,Clear,24.1,52.5,23
2025-05-25 12:46:04,25.6,0,Cloudy,5.5,50.6,24.5
2025-05-25 13:46:04,27,0,Clear,17.3,71.6,23.6
2025-05-25 14:46:04,23.7,0,Clear,9.9,60.4,21.7
2025-05-25 15:46:04,22.6,0,Cloudy,23.8,75.7,17.8
2025-05-25 16:46:04,21.8,0,Cloudy,17.2,62,18.4
2025-05-25 17:46:04,21.3,0,Clear,7.1,45.8,19.9
2025-05-25 18:46:04,23.2,0,Clear,15.5,42.6,20.1
2025-05-25 19:46:04,22.7,0,Clear,9.6,66.1,20.8
2025-05-25 20:46:04,23.2,0,Clear,14.3,67.7,20.4
2025-05-25 21:46:04,24.3,0,Cloudy,23.4,52,19.6
2025-05-25 22:46:04,25.4,0,Cloudy,19.8,45.3,21.4
2025-05-25 23:46:04,26.1,0,Cloudy,8,41.6,24.5
2025-05-26 00:46:04,28.2,0,Clear,21.5,48.1,23.9
2025-05-26 01:46:04,29.8,0,Clear,11.1,42.8,27.5
2025-05-26 02:46:04,30.8,6.7,Rain,15.1,78.1,27.8
2025-05-26 03:46:04,30.2,11.1,Rain,35.8,71.3,23
2025-05-26 04:46:04,32.8,0.7,Rain,17.3,71,29.3
2025-05-26 05:46:04,30.9,0,Clear,15.8,64.1,27.7
2025-05-26 06:46:04,33.3,0,Clear,12.6,51.2,30.8
2025-05-26 07:46:04,33.7,0,Clear,22.9,69,29.1
2025-05-26 08:46:04,31.8,0,Cloudy,23.7,66.1,27.1
2025-05-26 09:46:04,29.9,0,Clear,9.9,73.6,28
2025-05-26 10:46:04,27.7,0,Cloudy,12.8,79.7,25.2
2025-05-26 11:46:04,30.3,0,Clear,15.9,74.7,27.2
2025-05-26 12:46:04,27,0,Cloudy,8.5,76,25.3
2025-05-26 13:46:04,24.6,6.1,Rain,33.4,87.6,18
2025-05-26 14:46:04,24.3,3.1,Rain,23.2,94.2,19.6
2025-05-26 15:46:04,24.8,0,Clear,12,71.9,22.4
2025-05-26 16:46:04,22.1,0,Cloudy,13,62.8,19.5
2025-05-26 17:46:04,20.5,0,Clear,17.2,40.5,17
2025-05-26 18:46:04,21.5,0,Cloudy,19.4,66.8,17.6
2025-05-26 19:46:04,23,0,Clear,14.5,63.8,20.1
2025-05-26 20:46:04,21.7,0,Clear,25,44.6,16.8
2025-05-26 21:46:04,23,0,Clear,11.8,63.2,20.6
2025-05-26 22:46:04,25.2,14.9,Rain,44.2,82.1,16.4
2025-05-26 23:46:04,27.5,0,Clear,15.1,56.5,24.5
2025-05-27 00:46:04,25.4,0,Clear,8.4,71.6,23.7
2025-05-27 01:46:04,29.8,0,Clear,12.3,61.2,27.4
2025-05-27 02:46:04,29.3,0,Clear,9.5,45.3,27.4
2025-05-27 03:46:04,31.9,0.7,Rain,42.8,80.2,23.4
2025-05-27 04:46:04,33.2,0,Clear,19.4,43.2,29.3
2025-05-27 05:46:04,31.7,0,Cloudy,18.2,57.7,28
2025-05-27 06:46:04,30.9,11.7,Rain,35,81.9,23.9
2025-05-27 07:46:04,31.7,14.1,Rain,39.4,82.9,23.8
2025-05-27 08:46:04,29.6,0,Clear,10.9,42.2,27.5
2025-05-27 09:46:04,30.8,0,Cloudy,5.3,78.9,29.7
2025-05-27 10:46:04,28.5,0,Clear,19.7,62.2,24.6
2025-05-27 11:46:04,29.1,0,Clear,16.4,57.9,25.8
2025-05-27 12:46:04,27.5,0,Clear,11,56.8,25.3
2025-05-27 13:46:04,27.8,1.9,Rain,20.4,83.2,23.7
2025-05-27 14:46:04,24.9,0,Clear,10.7,42.1,22.8
2025-05-27 15:46:04,23.6,0,Clear,9.8,75.4,21.6
2025-05-27 16:46:04,23.1,0,Clear,12.4,60,20.6
2025-05-27 17:46:04,23.1,0,Clear,15.8,50.2,19.9
2025-05-27 18:46:04,20.8,0,Clear,16.3,54.7,17.5
2025-05-27 19:46:04,24.3,0,Clear,23.5,57.9,19.6
2025-05-27 20:46:04,24.5,0,Fog,16.1,85.6,21.3
2025-05-27 21:46:04,22.6,3.7,Rain,24.8,91.9,17.6
