zone_id,latitude,longitude,datetime,day_of_week,hour_of_day,temperature,humidity,precipitation,wind_speed,weather_condition,avg_speed,traffic_ratio,traffic_density,event_nearby,event_type,event_intensity,demand_surge
Z_021,28.62581,77.20437,11/11/2025 22:00,1,22,34.47891243,48.15156208,0.195881538,2.279710984,Clear,49.95989458,2.593764414,2,1,Festival,6873,121
Z_011,28.58613,77.21735,11/10/2025 7:00,0,7,22.6250415,90.52332198,21.38956076,8.885085206,Storm,53.48677544,1.919363927,1,1,Sports,1267,129
Z_009,28.60386,77.18462,11/12/2025 3:00,2,3,24.66537914,62.48223726,0.270086682,2.231428823,Clouds,28.07900163,2.743694286,5,0,None,0,91
Z_023,28.59908,77.19862,11/11/2025 17:00,1,17,19.53528162,99.3729379,14.26634883,5.811054009,Rain,41.31989758,1.567484702,2,0,None,0,124
Z_002,28.61289,77.2388,11/12/2025 1:30,2,1,19.00757733,77.04996277,12.73098688,4.900212718,Rain,47.56256117,2.891791221,2,0,None,0,119
Z_021,28.62581,77.20437,11/12/2025 19:00,2,19,26.01245031,87.5688785,12.14811185,2.789069466,Rain,29.66675679,2.624846384,4,0,None,0,131
Z_007,28.55053,77.18741,11/12/2025 0:00,2,0,23.34480157,79.42542554,0.848018007,3.792333775,Clouds,24.73469243,2.60590701,5,0,None,0,91
Z_004,28.56024,77.1965,11/8/2025 22:00,5,22,30.82456256,75.94737613,0.681368305,2.167645937,Clouds,53.63176619,2.782732807,1,0,None,0,114
Z_012,28.62331,77.23953,11/12/2025 11:30,2,11,22.90620461,90.11326495,8.457619713,7.254745701,Rain,34.45388058,1.661145909,3,0,None,0,126
Z_019,28.56977,77.23655,11/10/2025 20:30,0,20,31.43841684,58.57222353,0.078111493,3.976307099,Clear,26.75169426,1.911006963,5,0,None,0,128
Z_002,28.61289,77.2388,11/12/2025 16:30,2,16,19.96495522,86.90943756,8.850738369,2.141592921,Rain,31.72293961,2.131118261,5,1,Sports,2911,148
Z_009,28.60386,77.18462,11/12/2025 9:30,2,9,31.26102291,56.7233942,0.299052442,5.306408491,Clouds,53.44579481,2.363272356,1,0,None,0,107
Z_007,28.55053,77.18741,11/9/2025 0:00,6,0,18.21010236,87.51626174,9.543004721,4.606130197,Rain,31.49109465,1.481927591,3,1,Festival,5417,168
Z_022,28.60453,77.18759,11/8/2025 20:00,5,20,32.77017792,49.01780432,0.03353096,4.789470968,Clear,51.27433028,2.125139611,1,0,None,0,146
Z_006,28.63421,77.17508,11/10/2025 3:00,0,3,33.43388067,45.16565084,0.125405699,3.273891582,Clear,52.06980708,1.989890378,1,0,None,0,107
Z_008,28.57489,77.17002,11/8/2025 1:30,5,1,33.06664423,48.92902148,0.032396498,2.551958492,Clear,38.02910392,2.839961326,2,1,Sports,1958,139
Z_015,28.55521,77.24975,11/11/2025 15:00,1,15,34.71645053,56.42378651,0.095567495,1.879378986,Clear,44.34716936,2.455626504,3,0,None,0,103
Z_009,28.60386,77.18462,11/12/2025 7:30,2,7,25.93065196,74.37816108,0.418657847,4.950111162,Clouds,28.58316609,2.302736152,5,0,None,0,103
Z_007,28.55053,77.18741,11/12/2025 10:00,2,10,23.87795,88.14961335,14.36011614,3.212045065,Rain,21.20668797,1.854277334,6,0,None,0,128
Z_026,28.62022,77.24742,11/10/2025 9:30,0,9,19.73179229,98.19756788,9.472374182,7.326893288,Rain,23.91923389,1.653746813,4,0,None,0,131
Z_030,28.62278,77.21054,11/8/2025 6:00,5,6,31.53609681,64.38070996,0.701722516,4.802640765,Clouds,57.43134358,2.099736697,1,0,None,0,114
Z_005,28.59968,77.24971,11/9/2025 13:00,6,13,29.32281791,41.97305242,0.122124025,3.605815554,Clear,40.64878238,2.912227113,3,0,None,0,108
Z_029,28.61837,77.18943,11/9/2025 20:30,6,20,36.09496315,41.35736028,0.035005863,1.576318952,Clear,39.96061233,1.483883397,3,0,None,0,144
Z_019,28.56977,77.23655,11/11/2025 22:00,1,22,31.37295905,51.17067871,0.415929917,4.514701141,Clouds,34.58118741,2.653511848,4,1,Sports,8580,134
Z_018,28.6396,77.15252,11/10/2025 6:30,0,6,36.53725609,58.3015727,0.039180666,4.97597165,Clear,50.22039088,1.74583321,1,0,None,0,109
Z_001,28.64286,77.23377,11/10/2025 2:30,0,2,37.23520072,57.86799108,0.187612488,2.305176009,Clear,30.06963557,2.465857251,4,0,None,0,92
Z_024,28.55181,77.18355,11/9/2025 13:00,6,13,31.61253323,40.14157251,0.160728737,2.651084177,Clear,36.23814573,2.571067458,3,0,None,0,102
Z_008,28.57489,77.17002,11/11/2025 20:00,1,20,17.3863613,98.00745998,21.92801873,9.358429149,Storm,44.97034544,2.786355945,2,0,None,0,117
Z_026,28.62022,77.24742,11/10/2025 11:00,0,11,18.56380964,91.01399384,17.11833193,6.023747229,Storm,39.35182821,1.248984762,2,0,None,0,103
Z_016,28.56205,77.24972,11/9/2025 16:00,6,16,15.63536796,97.88456014,13.63841959,8.23208301,Storm,38.05697737,1.176469552,2,0,None,0,112
Z_011,28.58613,77.21735,11/9/2025 20:00,6,20,21.00870027,82.16207753,4.340385237,6.663145877,Rain,33.49914683,2.568777244,3,1,Festival,2929,167
Z_011,28.58613,77.21735,11/10/2025 6:30,0,6,29.20202537,50.30999349,0.830500728,3.914326813,Clouds,58.68721714,1.064222612,1,0,None,0,93
Z_022,28.60453,77.18759,11/10/2025 17:30,0,17,25.62998112,70.93872078,3.219832374,2.781576834,Rain,39.19495644,2.826952191,2,0,None,0,130
Z_013,28.55191,77.16009,11/11/2025 4:00,1,4,26.2113144,41.09770269,0.026182581,4.896662709,Clear,34.94624767,1.465162386,4,0,None,0,105
Z_025,28.62903,77.20086,11/10/2025 2:00,0,2,24.49630273,81.65622789,19.55112004,14.37666527,Storm,47.0218196,1.319897994,2,0,None,0,102
Z_001,28.64286,77.23377,11/12/2025 23:30,2,23,19.7842851,84.87252458,20.20192035,12.84113134,Storm,55.66717433,1.253431248,1,0,None,0,106
Z_013,28.55191,77.16009,11/10/2025 8:00,0,8,29.85848105,60.6311252,0.033807722,2.750089536,Clouds,50.25327387,1.029963472,1,0,None,0,108
Z_027,28.58919,77.23499,11/11/2025 5:00,1,5,22.53232585,77.76759727,0.688020996,3.251234063,Clouds,31.68508526,1.795684071,5,1,Festival,3352,122
Z_022,28.60453,77.18759,11/9/2025 10:00,6,10,24.18571678,88.46801658,27.76530379,13.08614846,Storm,52.94281567,1.086878459,1,0,None,0,125
Z_004,28.56024,77.1965,11/8/2025 8:00,5,8,18.9139229,70.98014886,5.979086579,5.65380174,Rain,21.46487173,2.38708013,5,0,None,0,161
Z_017,28.6255,77.21593,11/12/2025 10:30,2,10,36.5082518,51.41837487,0.197234469,3.560411288,Clear,24.08930243,2.075654376,4,1,Concert,6647,131
Z_028,28.62141,77.16686,11/11/2025 17:00,1,17,27.07151328,87.95965035,17.83803948,2.020229853,Rain,53.83397817,2.969674191,1,0,None,0,113
Z_001,28.64286,77.23377,11/9/2025 15:30,6,15,23.78023234,95.59145134,18.91179953,4.739363496,Rain,21.00806511,1.837980396,5,0,None,0,138
Z_023,28.59908,77.19862,11/12/2025 4:30,2,4,22.78158424,93.34122425,4.408228055,3.806403537,Rain,58.90369025,2.343873536,1,0,None,0,118
Z_022,28.60453,77.18759,11/11/2025 7:00,1,7,22.66208056,90.06046228,15.31119703,14.31827265,Storm,46.05417809,2.409554161,1,0,None,0,102
Z_029,28.61837,77.18943,11/12/2025 0:00,2,0,25.22807121,54.92927122,0.009395768,4.477015934,Clear,35.74929384,1.375213365,3,0,None,0,97
Z_026,28.62022,77.24742,11/9/2025 4:00,6,4,23.00200684,54.46901518,0.826706283,3.931995134,Clouds,49.86604854,2.005352986,1,0,None,0,104
Z_005,28.59968,77.24971,11/12/2025 11:00,2,11,23.56156449,78.69194282,0.282022964,3.192672601,Clouds,27.84445507,2.161627363,5,0,None,0,101
Z_012,28.62331,77.23953,11/12/2025 16:30,2,16,30.05740284,65.00226307,0.023377547,4.282768015,Clouds,21.4052262,1.388950299,5,0,None,0,103
Z_005,28.59968,77.24971,11/12/2025 21:30,2,21,22.35155693,80.98391291,11.6712145,14.56388266,Storm,43.20208685,1.079970742,1,0,None,0,121
Z_017,28.6255,77.21593,11/12/2025 14:00,2,14,16.40500183,87.19825977,29.92788192,14.60663015,Storm,59.53659259,2.528898898,1,1,Festival,8650,131
Z_004,28.56024,77.1965,11/10/2025 6:00,0,6,23.61500341,80.46453733,11.78087076,8.762775789,Storm,48.17520039,1.703287358,2,1,Festival,7973,119
Z_028,28.62141,77.16686,11/8/2025 8:30,5,8,28.80812358,56.35984532,0.021500728,2.20936911,Clear,46.96633019,1.970631334,1,0,None,0,116
Z_011,28.58613,77.21735,11/9/2025 18:00,6,18,29.21261572,64.89106596,0.606757114,3.351013754,Clouds,27.84402012,2.009047603,4,0,None,0,115
Z_014,28.58794,77.18586,11/10/2025 0:30,0,0,19.12051881,96.62258031,13.8524453,8.314514709,Storm,52.85416902,2.711239905,1,0,None,0,94
Z_027,28.58919,77.23499,11/10/2025 1:00,0,1,20.85271563,74.40098289,11.74127635,6.801676983,Rain,42.26295709,1.870184876,2,0,None,0,116
Z_017,28.6255,77.21593,11/8/2025 6:00,5,6,29.17700087,76.12944649,0.873561218,3.201958153,Clouds,57.87230165,1.443823289,1,0,None,0,112
Z_002,28.61289,77.2388,11/12/2025 18:00,2,18,33.81922065,45.91157576,0.11078381,4.056051615,Clear,27.36988326,2.479167375,5,0,None,0,116
Z_030,28.62278,77.21054,11/8/2025 20:00,5,20,22.6532386,83.3917289,15.96762189,10.87616881,Storm,23.97960842,1.363848817,6,0,None,0,120
Z_017,28.6255,77.21593,11/9/2025 7:30,6,7,23.48796024,61.12837599,0.217437508,4.8369321,Clouds,28.01376563,2.261824241,5,0,None,0,111
Z_008,28.57489,77.17002,11/8/2025 11:30,5,11,18.412805,83.47366926,5.652821051,7.845703623,Rain,50.46849235,2.659062303,1,0,None,0,129
Z_002,28.61289,77.2388,11/12/2025 20:00,2,20,23.47118178,70.1462669,18.70499413,7.597933777,Rain,21.75322822,2.98594901,5,0,None,0,158
Z_007,28.55053,77.18741,11/9/2025 11:30,6,11,20.68377409,87.44299284,19.47810076,12.06999304,Storm,34.87785529,2.583998258,3,1,Festival,9583,156
Z_025,28.62903,77.20086,11/9/2025 9:00,6,9,19.27740756,87.30405422,18.1038226,8.459545162,Storm,22.06334038,1.675292508,5,0,None,0,126
Z_010,28.58345,77.22354,11/10/2025 4:00,0,4,21.1108489,80.95460983,13.2293847,12.07618397,Storm,59.22484914,2.78030714,1,0,None,0,100
Z_022,28.60453,77.18759,11/11/2025 1:00,1,1,29.87681884,64.16311621,0.657749486,3.241404548,Clouds,45.17487865,2.161964701,1,0,None,0,103
Z_027,28.58919,77.23499,11/10/2025 18:00,0,18,26.72244051,76.36653742,0.38582397,5.138414928,Clouds,33.11242414,1.123917237,3,1,Sports,7111,145
Z_021,28.62581,77.20437,11/10/2025 17:00,0,17,24.03372375,72.68824586,0.697073464,5.82732961,Clouds,44.23098871,1.402320815,2,1,Sports,3326,130
Z_025,28.62903,77.20086,11/8/2025 6:30,5,6,22.32379868,61.29899653,0.499691768,4.24188582,Clouds,53.89494483,1.204309296,1,0,None,0,124
Z_028,28.62141,77.16686,11/9/2025 6:00,6,6,18.55050692,81.75596592,25.531269,10.53128466,Storm,38.03843216,2.121903828,2,0,None,0,110
Z_021,28.62581,77.20437,11/12/2025 11:30,2,11,26.96211682,54.60933376,0.748707312,4.149373447,Clouds,36.94339036,1.268674678,4,0,None,0,106
Z_005,28.59968,77.24971,11/11/2025 12:00,1,12,29.72397867,49.86748638,0.165621376,4.956071033,Clear,48.57565971,1.652365724,2,0,None,0,98
Z_001,28.64286,77.23377,11/9/2025 19:30,6,19,22.20282931,76.80562633,0.37830523,2.669995764,Clouds,56.0933776,1.100205261,1,0,None,0,136
Z_011,28.58613,77.21735,11/12/2025 23:00,2,23,35.28762656,47.17380872,0.180750309,1.150803944,Clear,31.01332952,2.563685992,3,0,None,0,95
Z_015,28.55521,77.24975,11/8/2025 22:00,5,22,21.22670282,92.88493536,6.879944256,4.115657889,Rain,27.69994904,2.56713115,5,0,None,0,137
Z_014,28.58794,77.18586,11/8/2025 22:00,5,22,32.02772175,43.66221209,0.076630578,3.54103404,Clear,37.61593011,1.134681765,4,0,None,0,109
Z_009,28.60386,77.18462,11/12/2025 22:30,2,22,22.16849645,75.40143874,16.58739002,7.931271591,Rain,34.09848553,1.553654632,2,0,None,0,119
Z_001,28.64286,77.23377,11/11/2025 16:30,1,16,23.45131548,89.92283244,28.88658283,10.8499051,Storm,47.33959218,1.055039412,1,1,Concert,2119,139
Z_029,28.61837,77.18943,11/8/2025 3:00,5,3,18.27236633,96.56452256,9.635227178,4.02398939,Rain,56.39366667,1.089100856,1,0,None,0,133
Z_024,28.55181,77.18355,11/11/2025 5:00,1,5,23.77781358,82.8777728,12.07890176,14.65684522,Storm,48.6628127,2.198875107,2,0,None,0,95
Z_018,28.6396,77.15252,11/9/2025 9:30,6,9,34.02360055,46.68790022,0.188283471,1.144131992,Clear,21.45308054,2.462396559,5,1,Sports,2102,152
Z_018,28.6396,77.15252,11/12/2025 15:30,2,15,24.56915717,93.54884573,29.83041668,13.08533642,Storm,28.27956913,1.659200616,4,0,None,0,108
Z_019,28.56977,77.23655,11/9/2025 15:00,6,15,21.29773749,96.85726411,13.09022886,10.84758702,Storm,48.47920896,1.849281642,1,0,None,0,110
Z_003,28.58686,77.19666,11/8/2025 14:30,5,14,23.21047822,67.63999459,0.805765671,2.461254812,Clouds,21.76265639,2.399235842,5,1,Festival,7761,144
Z_022,28.60453,77.18759,11/11/2025 7:30,1,7,22.40084251,82.72338352,20.31515636,14.61630484,Storm,36.10154536,1.548872227,3,1,Festival,5042,132
Z_015,28.55521,77.24975,11/12/2025 3:00,2,3,17.54870103,84.58797045,15.03885038,12.30317861,Storm,52.5197981,1.481598253,1,0,None,0,95
Z_012,28.62331,77.23953,11/9/2025 9:30,6,9,30.66762658,50.79823937,0.09164242,2.583297023,Clouds,54.99337503,2.376725979,1,1,Sports,4315,152
Z_030,28.62278,77.21054,11/10/2025 15:30,0,15,30.32510642,74.87082837,0.974353719,5.707087406,Clouds,46.44869772,2.82390474,1,0,None,0,94
Z_007,28.55053,77.18741,11/12/2025 8:30,2,8,28.27112052,53.88741331,0.896533912,2.47420469,Clouds,32.4237801,2.702070191,3,1,Festival,8183,143
Z_028,28.62141,77.16686,11/10/2025 18:30,0,18,27.41875545,73.14491664,16.55473037,4.575200497,Rain,45.56657134,2.047103937,2,0,None,0,149
Z_006,28.63421,77.17508,11/11/2025 15:30,1,15,32.36695828,44.77727865,0.133368475,3.102038016,Clear,35.6867129,1.814716473,3,0,None,0,108
Z_029,28.61837,77.18943,11/12/2025 9:00,2,9,22.59373839,85.36330323,20.97034721,13.10677229,Storm,20.9826241,1.257166873,6,0,None,0,123
Z_012,28.62331,77.23953,11/10/2025 11:00,0,11,33.4818029,53.06481605,0.185896411,2.949725584,Clear,39.68717114,2.885406735,3,0,None,0,90
Z_028,28.62141,77.16686,11/8/2025 9:00,5,9,22.5751185,50.49581367,0.88991772,2.929744611,Clouds,39.951847,2.123484699,2,1,Festival,1589,167
Z_019,28.56977,77.23655,11/12/2025 4:00,2,4,18.32725661,95.93373135,11.66254084,4.090555029,Rain,51.02599445,2.56905947,1,0,None,0,126
Z_001,28.64286,77.23377,11/9/2025 23:30,6,23,33.7605499,40.57319909,0.147825427,1.566049264,Clear,36.17155844,2.305732518,2,0,None,0,104
Z_029,28.61837,77.18943,11/10/2025 16:30,0,16,22.40971994,99.48914377,12.58738204,2.277645445,Rain,27.99257355,2.208852181,4,0,None,0,131
Z_008,28.57489,77.17002,11/11/2025 17:30,1,17,21.38937004,92.09967711,11.81330063,3.993142632,Rain,33.84820886,2.019080833,3,1,Sports,5735,144
Z_022,28.60453,77.18759,11/8/2025 18:00,5,18,23.45047664,71.2811243,10.98233074,4.091377486,Rain,21.82986345,2.678736679,6,0,None,0,161
Z_028,28.62141,77.16686,11/11/2025 10:00,1,10,20.54039114,91.10703475,18.66627336,13.05227746,Storm,45.89603179,2.132748604,1,0,None,0,106
Z_030,28.62278,77.21054,11/9/2025 7:00,6,7,20.18397766,76.79339136,13.15425882,6.931590472,Rain,40.76365584,2.275090667,2,0,None,0,131
Z_016,28.56205,77.24972,11/9/2025 18:00,6,18,19.94896861,91.25324122,4.206537114,7.290759495,Rain,30.87501529,2.134657004,5,0,None,0,150
Z_005,28.59968,77.24971,11/8/2025 18:00,5,18,37.51318716,47.92761398,0.021865783,2.11336752,Clear,43.30818294,2.902302964,3,0,None,0,127
Z_005,28.59968,77.24971,11/8/2025 5:00,5,5,23.30343083,83.05567063,5.237812846,2.996283057,Rain,36.8269991,1.0215117,4,0,None,0,129
Z_001,28.64286,77.23377,11/11/2025 20:30,1,20,20.30103169,97.03137029,28.96787398,11.80730331,Storm,35.10336525,1.211255496,4,0,None,0,110
Z_029,28.61837,77.18943,11/10/2025 6:30,0,6,25.59206595,82.88480567,17.65059614,7.714842864,Rain,59.62099741,2.704095561,1,0,None,0,116
Z_012,28.62331,77.23953,11/8/2025 23:30,5,23,23.16110445,80.2466883,16.95441608,5.444920467,Rain,42.28211589,2.548832501,2,0,None,0,149
Z_012,28.62331,77.23953,11/10/2025 11:30,0,11,33.32216726,52.82085411,0.160778008,2.589929947,Clear,29.81013845,1.168665415,4,0,None,0,97
Z_002,28.61289,77.2388,11/11/2025 12:00,1,12,31.06919899,59.04327061,0.169404574,4.46768114,Clear,51.07429045,2.471946801,2,0,None,0,100
Z_015,28.55521,77.24975,11/9/2025 23:00,6,23,29.28822326,40.43323566,0.140362705,4.666386213,Clear,49.52381842,2.734212214,2,0,None,0,108
Z_003,28.58686,77.19666,11/9/2025 8:00,6,8,15.01710519,85.35373313,22.70445028,8.566485754,Storm,44.030144,1.492331352,1,0,None,0,133
Z_029,28.61837,77.18943,11/11/2025 10:30,1,10,25.77565578,52.59300306,0.047101647,4.924888849,Clouds,39.89313162,1.457576568,4,0,None,0,101
Z_025,28.62903,77.20086,11/11/2025 13:00,1,13,15.77053753,85.90882233,14.07947066,11.23697638,Storm,25.47272848,1.993526739,4,0,None,0,109
Z_016,28.56205,77.24972,11/12/2025 7:00,2,7,22.34232545,72.20070845,6.349726348,2.350731741,Rain,41.68759638,1.787066527,3,0,None,0,114
